code_insee,departement,loyer_moyen,nom,code_postal,population,note
17131,17,9.69,Cozes,17120,2150,
17140,17,10.01,Dolus-d'Oléron,17550,3144,4.1
17142,17,11.52,Dompierre-sur-Mer,17139,5638,3.5
17168,17,10.94,Fouras,17450,3934,3.9
17190,17,11.37,L'Houmeau,17137,2865,3.4
17197,17,9.15,Jonzac,17500,3519,4.0
17200,17,11.92,Lagord,17140,7098,4.5
17218,17,9.45,Marans,17230,4505,3.4
17219,17,9.62,Marennes-Hiers-Brouage,17320,6234,3.9
17230,17,10.44,Meschers-sur-Gironde,17132,3123,3.3
17264,17,12.2,Nieul-sur-Mer,17137,5859,4.2
17274,17,12.55,Périgny,17180,8684,3.4
17283,17,8.58,Pons,17800,4203,4.3
17284,17,9.16,Pont-l'Abbé-d'Arnoult,17250,1776,4.0
17291,17,11.82,Puilboreau,17138,6556,4.5
17299,17,10.5,Rochefort,17300,23584,3.2
17300,17,13.2,La Rochelle,17000,77205,3.4
17306,17,11.13,Royan,17200,18419,3.4
17308,17,10.08,Saint-Agnant,17620,2700,4.2
17333,17,10.86,Saint-Georges-de-Didonne,17110,5342,3.4
17347,17,8.27,Saint-Jean-d'Angély,17400,6796,3.3
17369,17,14.21,Saint-Martin-de-Ré,17410,2215,3.2
17375,17,11.18,Saint-Nazaire-sur-Charente,17780,1201,
17380,17,11.21,Saint-Palais-sur-Mer,17420,3907,4.1
17385,17,10.72,Saint-Pierre-d'Oléron,17310,6634,3.9
17414,17,11.31,Saint-Xandre,17138,5091,3.9
17415,17,9.7,Saintes,17100,25287,3.7
17421,17,10.11,Saujon,17600,7180,3.5
17434,17,9.48,Surgères,17700,6786,3.7
17449,17,9.49,Tonnay-Charente,17430,8097,3.1
17452,17,10.07,La Tremblade,17390,4322,3.9
17461,17,11.27,Vaux-sur-Mer,17640,3926,4.7
18015,18,7.92,Aubigny-sur-Nère,18700,5502,1.9
18033,18,9.97,Bourges,18000,64541,3.5
18087,18,7.54,Dun-sur-Auron,18130,3655,2.3
18141,18,7.67,Mehun-sur-Yèvre,18500,6555,3.3
18197,18,6.48,Saint-Amand-Montrond,18200,9488,3.9
18205,18,8.21,Saint-Doulchard,18230,9607,3.7
18207,18,8.28,Saint-Florent-sur-Cher,18400,6442,3.2
18213,18,8.26,Saint-Germain-du-Puy,18390,5041,3.6
18279,18,7.7,Vierzon,18100,25464,2.6
19005,19,8.18,Allassac,19240,3968,3.7
19011,19,8.3,Arnac-Pompadour,19230,1136,4.2
19031,19,9.43,Brive-la-Gaillarde,19100,46330,3.7
19073,19,7.67,Égletons,19300,4295,3.6
19107,19,8.74,Larche,19600,1617,
19123,19,9.37,Malemort,19360,7984,
19146,19,8.22,Naves,19460,2336,4.2
19148,19,7.84,Neuvic,19160,1659,
19153,19,8.6,Objat,19130,3624,4.4
19229,19,10.04,Saint-Pantaléon-de-Larche,19600,4751,
19272,19,8.3,Tulle,19000,14812,3.2
19274,19,9.52,Ussac,19270,4215,4.7
19275,19,8.1,Ussel,19200,9358,3.5
19276,19,7.37,Uzerche,19140,2794,3.9
21038,21,8.22,Auxonne,21130,7614,3.3
21054,21,10.91,Beaune,21200,20551,3.8
21154,21,6.69,Châtillon-sur-Seine,21400,5347,
21166,21,11.02,Chenôve,21300,14025,3.3
21171,21,11.97,Chevigny-Saint-Sauveur,21800,11123,3.7
21223,21,11.97,Daix,21121,1537,
21231,21,11.56,Dijon,21000,158002,3.6
21278,21,12.07,Fontaine-lès-Dijon,21121,8800,4.2
21292,21,10.15,Genlis,21110,5231,
21295,21,11.24,Gevrey-Chambertin,21220,3048,4.0
21355,21,10.78,Longvic,21600,8545,2.9
21416,21,9.18,Mirebeau-sur-Bèze,21310,2008,4.1
21425,21,7.11,Montbard,21500,4848,2.4
21464,21,11.14,Nuits-Saint-Georges,21700,5362,4.2
21481,21,12.76,Perrigny-lès-Dijon,21160,2138,3.0
21485,21,9.84,Plombières-lès-Dijon,21370,2542,
21515,21,11.05,Quetigny,21800,9099,3.9
21540,21,12.39,Saint-Apollinaire,21850,7546,4.5
21584,21,8.59,Saulieu,21210,2372,3.1
21603,21,8.52,Semur-en-Auxois,21140,4120,4.2
21617,21,11.58,Talant,21240,11713,3.2
22004,22,7.63,Bégard,22140,4809,3.8
22020,22,7.66,Broons,22250,2902,4.0
22032,22,7.56,Caulnes,22350,2495,3.7
22050,22,9.67,Dinan,22100,14407,3.7
22055,22,9.14,Binic-Étables-sur-Mer,22520,6934,3.8
22070,22,8.69,Guingamp,22200,7069,3.5
22081,22,9.2,Hillion,22120,4183,4.8
22093,22,9.02,Lamballe-Armor,22400,16688,3.7
22106,22,9.17,Langueux,22360,7801,3.7
22113,22,8.9,Lannion,22300,20210,3.6
22118,22,8.95,Lanvallay,22100,4195,3.2
22121,22,8.0,Lanvollon,22290,1780,4.0
22136,22,8.22,Loudéac,22600,9605,3.7
22143,22,8.79,Matignon,22550,1697,
22147,22,6.99,Merdrignac,22230,2937,3.9
22162,22,9.52,Paimpol,22500,7179,3.1
22168,22,9.07,Perros-Guirec,22700,7089,3.6
22171,22,8.21,Plaintel,22940,4441,3.5
22172,22,8.29,Plancoët,22130,2981,3.3
22176,22,8.84,Plédran,22960,6839,4.1
22183,22,7.37,Plémet,22210,3697,
22186,22,10.09,Pléneuf-Val-André,22370,4083,3.6
22187,22,9.65,Plérin,22190,14309,3.1
22194,22,8.41,Plestin-les-Grèves,22310,3620,2.9
22198,22,7.81,Pleumeur-Bodou,22560,3857,4.2
22203,22,8.31,Plœuc-L'Hermitage,22150,4103,4.3
22209,22,9.6,Beaussais-sur-Mer,22650,3757,4.3
22211,22,8.26,Ploubezre,22300,3687,3.7
22215,22,8.82,Ploufragan,22440,11383,3.7
22222,22,8.82,Plouha,22580,4541,4.1
22225,22,8.23,Ploumagoar,22970,5409,3.8
22250,22,7.31,Pontrieux,22260,1009,3.1
22251,22,9.71,Pordic,22590,7300,4.1
22258,22,8.0,Quessoy,22120,3856,3.6
22262,22,7.59,Quintin,22800,2867,4.5
22266,22,7.1,Rostrenen,22110,3056,4.0
22278,22,8.69,Saint-Brieuc,22000,43605,3.3
22282,22,9.02,Saint-Cast-le-Guildo,22380,3308,4.6
22325,22,9.52,Saint-Quay-Portrieux,22410,3121,2.3
22343,22,8.94,Trébeurden,22560,3641,3.7
22360,22,9.23,Trégueux,22950,8459,4.4
22362,22,8.64,Tréguier,22220,2416,2.6
22389,22,8.92,Yffiniac,22120,4990,3.5
23008,23,7.41,Aubusson,23200,3248,3.3
23030,23,7.59,Bourganeuf,23400,2478,2.0
23096,23,8.53,Guéret,23000,12734,
23176,23,6.81,La Souterraine,23300,4982,
24037,24,8.96,Bergerac,24100,26693,2.6
24053,24,9.35,Boulazac Isle Manoire,24330,10737,4.2
24064,24,8.68,Brantôme en Périgord,24310,3670,3.6
24098,24,9.4,Champcevinel,24750,2965,4.3
24138,24,9.03,Coulounieix-Chamiers,24660,7387,3.7
24164,24,7.67,Excideuil,24160,1171,
24256,24,8.67,Marsac-sur-l'Isle,24430,3142,
24294,24,8.42,Montpon-Ménestérol,24700,5704,2.7
24311,24,7.82,Nontron,24300,3055,2.4
24322,24,9.13,Périgueux,24000,29896,3.3
24520,24,9.27,Sarlat-la-Canéda,24200,8816,3.7
24547,24,7.85,Terrasson-Lavilledieu,24120,6266,3.4
24557,24,9.18,Trélissac,24750,7006,3.7
24571,24,8.0,Vergt,24380,1693,4.8
25031,25,9.59,Audincourt,25400,13341,4.2
25040,25,9.36,Badevel,25490,810,
25047,25,8.74,Baume-les-Dames,25110,4989,3.0
25048,25,9.68,Bavans,25550,3616,
25056,25,11.08,Besançon,25000,117912,3.6
25057,25,9.85,Bethoncourt,25200,5441,
25058,25,10.16,Beure,25720,1345,3.0
25127,25,9.83,Charquemont,25140,2741,
25157,25,12.29,La Cluse-et-Mijoux,25300,1299,
25190,25,9.59,Dampierre-les-Bois,25490,1598,3.3
25196,25,8.77,Dasle,25230,1392,3.0
25204,25,12.1,Doubs,25300,3198,4.2
25212,25,11.01,École-Valentin,25480,2633,3.9
25228,25,9.47,Étupes,25460,3724,3.1
25230,25,9.7,Exincourt,25400,3237,3.8
25237,25,8.56,Fesches-le-Châtel,25490,2172,3.4
25240,25,11.88,Les Fins,25500,3202,
25254,25,11.32,Les Fourgs,25300,1405,
25258,25,10.52,Franois,25770,2295,
25259,25,10.36,Frasne,25560,1926,3.0
25271,25,10.11,Gilley,25650,1691,4.7
25284,25,10.57,Grand-Charmont,25200,5786,3.3
25304,25,8.64,Hérimoncourt,25310,3662,
25307,25,13.03,Les Hôpitaux-Neufs,25370,913,
25315,25,8.55,L'Isle-sur-le-Doubs,25250,2865,3.6
25318,25,13.53,Jougne,25370,1801,5.0
25320,25,11.59,Labergement-Sainte-Marie,25160,1221,
25321,25,11.81,Villers-le-Lac,25130,5188,
25334,25,9.49,Levier,25270,2236,
25356,25,9.41,Maîche,25120,4266,3.3
25361,25,12.58,Malbuisson,25160,844,4.0
25367,25,8.53,Mandeure,25350,4795,3.6
25380,25,14.21,Métabief,25370,1339,
25381,25,10.84,Miserey-Salines,25480,2555,
25388,25,9.62,Montbéliard,25200,25806,3.3
25397,25,10.75,Montferrand-le-Château,25320,2180,
25403,25,12.04,Montlebon,25500,2129,4.6
25411,25,11.58,Morteau,25500,6853,4.1
25413,25,10.9,Mouthe,25240,1047,
25432,25,10.03,Orchamps-Vennes,25390,2149,
25434,25,9.45,Ornans,25290,4423,4.0
25454,25,10.74,Pirey,25480,2127,3.8
25462,25,11.86,Pontarlier,25300,17542,3.8
25463,25,8.0,Pont-de-Roide-Vermondans,25150,4124,4.6
25475,25,8.65,Quingey,25440,1441,4.8
25495,25,9.99,Roche-lez-Beaupré,25220,2157,3.7
25512,25,9.76,Le Russey,25210,2408,
25519,25,7.15,Saint-Hippolyte,25190,887,3.2
25526,25,9.79,Sainte-Suzanne,25630,1455,3.6
25527,25,9.64,Saint-Vit,25410,4922,4.9
25532,25,10.2,Saône,25660,3231,
25539,25,9.46,Seloncourt,25230,5726,3.4
25542,25,10.84,Serre-les-Sapins,25770,1764,
25547,25,9.43,Sochaux,25600,3829,3.3
25560,25,11.1,Thise,25220,3020,3.8
25578,25,11.08,Valdahon,25800,5748,3.7
25580,25,8.84,Valentigney,25700,11272,4.6
25601,25,9.22,Vercel-Villedieu-le-Camp,25530,1664,4.4
25614,25,9.32,Vieux-Charmont,25600,2793,
25632,25,9.44,Voujeaucourt,25420,3148,3.7
26004,26,9.43,Alixan,26300,2546,3.0
26010,26,8.82,Anneyron,26140,4063,3.2
26011,26,8.58,Aouste-sur-Sye,26400,2580,2.9
26037,26,10.23,Beaumont-lès-Valence,26760,3984,3.4
26045,26,9.24,La Bégude-de-Mazenc,26160,1654,3.8
26057,26,9.41,Bourg-de-Péage,26300,9957,3.7
26058,26,11.5,Bourg-lès-Valence,26500,19792,3.9
26063,26,9.07,Buis-les-Baronnies,26170,2325,3.2
26064,26,10.22,Chabeuil,26120,6814,2.5
26084,26,9.68,Châteauneuf-sur-Isère,26300,3945,4.8
26085,26,9.38,Châteauneuf-du-Rhône,26780,2724,3.0
26088,26,10.07,Chatuzange-le-Goubet,26300,5934,4.4
26108,26,9.33,Crest,26400,8680,3.6
26113,26,8.87,Die,26150,4718,2.7
26114,26,9.55,Dieulefit,26220,3239,5.0
26116,26,9.5,Donzère,26290,5921,3.2
26124,26,10.37,Étoile-sur-Rhône,26800,5520,
26146,26,8.82,Grignan,26230,1577,5.0
26165,26,10.03,Livron-sur-Drôme,26250,9202,3.4
26166,26,8.69,Loriol-sur-Drôme,26270,6616,3.2
26191,26,10.71,Montboucher-sur-Jabron,26740,2400,4.0
26198,26,10.86,Montélimar,26200,39818,3.2
26206,26,10.02,Montmeyran,26120,2942,4.0
26220,26,10.2,Nyons,26110,6772,3.6
26235,26,9.96,Pierrelatte,26700,13510,3.7
26250,26,10.12,Pont-de-l'Isère,26600,3573,3.8
26252,26,10.73,Portes-lès-Valence,26800,10680,3.4
26271,26,9.86,La Roche-de-Glun,26600,3395,
26281,26,10.2,Romans-sur-Isère,26100,33098,2.6
26301,26,8.86,Saint-Donat-sur-l'Herbasse,26260,4248,3.9
26307,26,7.88,Saint-Jean-en-Royans,26190,2809,3.3
26313,26,10.08,Saint-Marcel-lès-Valence,26320,6289,3.6
26324,26,10.76,Saint-Paul-Trois-Châteaux,26130,8736,3.5
26325,26,8.66,Saint-Rambert-d'Albon,26140,6758,2.8
26332,26,7.69,Saint-Uze,26240,2062,
26333,26,7.66,Saint-Vallier,26240,3960,3.3
26338,26,9.75,Sauzet,26740,1823,4.3
26345,26,9.46,Suze-la-Rousse,26790,2155,
26347,26,10.02,Tain-l'Hermitage,26600,6106,
26357,26,9.46,Tulette,26790,2012,
26362,26,10.27,Valence,26000,64749,3.2
27016,27,10.24,Les Andelys,27700,8070,3.8
27056,27,9.48,Bernay,27300,9848,3.4
27065,27,8.93,Beuzeville,27210,4666,2.4
27103,27,10.45,Bourg-Achard,27310,3942,4.3
27165,27,9.74,Conches-en-Ouche,27190,4995,2.1
27229,27,11.15,Évreux,27000,46349,3.3
27230,27,11.73,Ézy-sur-Eure,27530,3702,2.9
27275,27,11.05,Gaillon,27600,6860,3.9
27279,27,11.28,Gasny,27620,3058,3.8
27284,27,10.93,Gisors,27140,11696,3.2
27299,27,11.18,Gravigny,27930,3994,3.9
27355,27,11.13,Ivry-la-Bataille,27540,2665,3.9
27375,27,10.54,Louviers,27400,18518,3.8
27428,27,10.4,Le Neubourg,27110,4241,4.2
27448,27,11.93,Pacy-sur-Eure,27120,5056,4.3
27467,27,9.31,Pont-Audemer,27500,9982,3.4
27469,27,10.2,Pont-de-l'Arche,27340,4146,3.9
27470,27,9.91,Pont-Saint-Pierre,27360,1134,
27528,27,11.52,Le Vaudreuil,27100,3681,4.1
27562,27,11.39,Saint-Marcel,27950,4425,4.4
27679,27,8.9,Verneuil d'Avre et d'Iton,27130,7614,2.8
27681,27,11.91,Vernon,27200,23727,3.3
27701,27,9.95,Val-de-Reuil,27100,12910,3.4
28001,28,12.77,Abondant,28410,2390,3.5
28007,28,11.72,Anet,28260,2697,3.2
28013,28,11.19,Aunay-sous-Auneau,28700,1549,2.9
28015,28,11.54,Auneau-Bleury-Saint-Symphorien,28700,6090,
28051,28,9.06,Bonneval,28800,4846,4.1
28061,28,8.63,Brou,28160,3311,
28085,28,11.41,Chartres,28000,38534,3.4
28088,28,8.93,Châteaudun,28200,13096,3.6
28110,28,11.99,Le Coudray,28630,4078,4.2
28134,28,10.93,Dreux,28100,30646,2.9
28140,28,12.54,Épernon,28230,5634,3.3
28168,28,10.8,Gallardon,28320,3693,3.3
28196,28,8.64,Illiers-Combray,28120,3266,3.1
28209,28,11.23,Lèves,28300,5686,2.8
28214,28,7.83,La Loupe,28240,3329,3.6
28218,28,11.45,Lucé,28110,15403,3.4
28220,28,11.56,Luisant,28600,6689,4.2
28227,28,11.4,Maintenon,28130,4457,3.5
28229,28,11.62,Mainvilliers,28300,11127,4.1
28279,28,10.58,Nogent-le-Roi,28210,3981,3.9
28280,28,8.2,Nogent-le-Rotrou,28400,9491,3.5
28373,28,8.96,Senonches,28250,3032,4.2
28391,28,9.71,Toury,28310,2595,1.8
28404,28,10.83,Vernouillet,28500,12472,3.5
29003,29,9.0,Audierne,29770,3692,4.4
29004,29,8.42,Bannalec,29380,5668,3.9
29006,29,9.92,Bénodet,29950,3616,3.9
29019,29,9.56,Brest,29200,139926,3.5
29020,29,8.29,Briec,29510,5675,3.8
29023,29,8.96,Carantec,29660,3189,3.8
29024,29,8.16,Carhaix-Plouguer,29270,7155,3.2
29026,29,8.28,Châteaulin,29150,5164,3.5
29027,29,7.47,Châteauneuf-du-Faou,29520,3650,
29031,29,9.54,Clohars-Carnoët,29360,4528,3.8
29039,29,10.27,Concarneau,29900,19816,3.6
29042,29,8.99,Crozon,29160,7386,4.3
29046,29,9.29,Douarnenez,29100,14000,3.7
29053,29,8.82,Le Faou,29590,1744,3.8
29057,29,9.92,La Forêt-Fouesnant,29940,3438,3.8
29058,29,9.63,Fouesnant,29170,9864,3.7
29061,29,10.08,Gouesnou,29850,6215,4.8
29069,29,10.4,Guilers,29820,8061,3.6
29072,29,8.67,Guilvinec,29730,2681,3.9
29075,29,10.32,Guipavas,29490,15050,3.2
29103,29,9.04,Landerneau,29800,15918,4.2
29105,29,8.04,Landivisiau,29400,9151,3.4
29117,29,8.27,Lannilis,29870,5672,4.2
29124,29,8.59,Lesneven,29260,7322,4.3
29150,29,9.16,Moëlan-sur-Mer,29350,6742,4.0
29151,29,8.08,Morlaix,29600,14845,3.2
29158,29,8.13,Penmarch,29760,5149,3.6
29160,29,9.52,Plabennec,29860,8515,4.3
29162,29,7.88,Pleyben,29190,3640,3.8
29170,29,9.29,Plomelin,29700,4191,4.2
29174,29,8.55,Plonéour-Lanvern,29720,6223,3.9
29178,29,9.2,Ploudalmézeau,29830,6312,3.3
29185,29,7.9,Plouescat,29430,3497,3.4
29189,29,10.5,Plougastel-Daoulas,29470,13161,4.2
29190,29,9.93,Plougonvelin,29217,4183,3.5
29195,29,8.31,Plouguerneau,29880,6640,3.2
29212,29,10.17,Plouzané,29280,13496,3.6
29220,29,9.11,Pont-l'Abbé,29120,8369,4.1
29232,29,9.43,Quimper,29000,63283,3.5
29233,29,9.16,Quimperlé,29300,12220,3.7
29235,29,10.2,Le Relecq-Kerhuon,29480,11717,4.2
29239,29,9.05,Roscoff,29680,3489,4.4
29241,29,8.57,Rosporden,29140,7614,3.4
29254,29,8.54,Saint-Martin-des-Champs,29600,4621,3.2
29259,29,8.17,Saint-Pol-de-Léon,29250,6709,3.8
29260,29,10.3,Saint-Renan,29290,8163,4.1
29293,29,9.35,Trégunc,29910,7064,3.4
29302,29,7.59,Pont-de-Buis-lès-Quimerch,29590,3639,3.8
2A001,2A,14.67,Afa,20167,3229,
2A004,2A,14.33,Ajaccio,20000,71361,3.5
2A006,2A,14.78,Alata,20167,3456,
2A032,2A,14.68,Bastelicaccia,20129,4124,3.6
2A130,2A,15.99,Grosseto-Prugna,20128,3402,3.0
2A247,2A,15.44,Porto-Vecchio,20137,11132,3.4
2A249,2A,15.17,Propriano,20110,3699,3.8
2A271,2A,15.07,Sarrola-Carcopino,20167,3289,
2A272,2A,12.3,Sartène,20100,3248,3.0
2A362,2A,14.54,Zonza,20124,2759,
2B009,2B,11.24,Aléria,20270,2185,5.0
2B033,2B,12.67,Bastia,20200,48503,3.5
2B037,2B,12.81,Biguglia,20620,7810,4.0
2B042,2B,12.29,Borgo,20290,8832,3.4
2B050,2B,14.62,Calvi,20260,5774,3.6
2B096,2B,13.15,Corte,20250,7485,
2B120,2B,12.68,Furiani,20600,5608,
2B123,2B,12.14,Ghisonaccia,20240,4219,
2B134,2B,14.3,L'Île-Rousse,20220,3163,
2B148,2B,11.86,Lucciana,20290,6007,3.6
2B168,2B,13.59,Monticello,20220,1972,
2B185,2B,12.34,Oletta,20232,1781,2.4
2B251,2B,11.28,Prunelli-di-Fiumorbo,20243,3667,
2B286,2B,11.34,Sorbo-Ocagnano,20213,873,3.6
2B298,2B,13.97,Saint-Florent,20217,1681,2.8
2B305,2B,12.74,San-Martino-di-Lota,20200,2913,3.0
2B346,2B,10.98,Vescovato,20215,2851,3.2
2B353,2B,13.57,Ville-di-Pietrabugno,20200,3328,
30003,30,12.39,Aigues-Mortes,30220,8560,3.3
30004,30,10.71,Aigues-Vives,30670,3338,5.0
30006,30,11.67,Aimargues,30470,5717,3.8
30007,30,8.91,Alès,30100,41837,3.3
30010,30,9.6,Anduze,30140,3327,2.3
30011,30,12.16,Les Angles,30133,8476,4.3
30012,30,10.67,Aramon,30390,4219,
30019,30,11.84,Aubais,30250,2895,
30028,30,9.68,Bagnols-sur-Cèze,30200,18091,2.5
30032,30,9.45,Beaucaire,30300,15906,2.2
30033,30,10.75,Beauvoisin,30640,5104,3.1
30034,30,10.83,Bellegarde,30127,7353,
30036,30,11.25,Bernis,30620,3421,2.6
30037,30,7.54,Bessèges,30160,2835,2.8
30039,30,10.93,Bezouce,30320,2304,5.0
30047,30,11.6,Bouillargues,30230,6272,3.6
30057,30,10.92,Cabrières,30210,1698,4.1
30059,30,11.58,Le Cailar,30740,2418,3.5
30060,30,11.89,Caissargues,30132,4150,
30061,30,10.28,La Calmette,30190,2363,3.8
30062,30,11.25,Calvisson,30420,5898,4.1
30075,30,11.87,Caveirac,30820,4308,3.8
30082,30,11.39,Clarensac,30870,4209,3.9
30083,30,11.66,Codognan,30920,2418,3.3
30084,30,10.66,Codolet,30200,618,
30092,30,10.14,Connaux,30330,1692,4.2
30103,30,10.46,Domazan,30390,939,
30117,30,11.87,Fourques,30300,2796,3.4
30123,30,12.58,Gallargues-le-Montueux,30660,3632,2.4
30125,30,11.27,Garons,30128,4940,2.2
30128,30,11.07,Générac,30510,4071,4.4
30132,30,7.41,La Grand-Combe,30110,4998,2.3
30133,30,12.6,Le Grau-du-Roi,30240,8419,3.6
30135,30,11.06,Jonquières-Saint-Vincent,30300,3850,3.2
30141,30,9.62,Laudun-l'Ardoise,30290,6331,2.6
30146,30,8.33,Lédignan,30350,1481,1.8
30147,30,8.23,Lézan,30350,1512,4.3
30149,30,10.18,Lirac,30126,927,1.6
30155,30,10.46,Manduel,30129,6943,3.3
30156,30,11.22,Marguerittes,30320,8656,3.4
30166,30,10.2,Meynes,30840,2503,3.8
30169,30,11.57,Milhaud,30540,5721,2.3
30171,30,7.34,Molières-sur-Cèze,30410,1219,2.8
30178,30,10.14,Montfaucon,30150,1521,
30179,30,9.79,Montfrin,30490,3163,
30189,30,10.83,Nîmes,30000,148561,2.9
30202,30,9.47,Pont-Saint-Esprit,30130,10369,2.0
30206,30,11.41,Poulx,30320,4131,4.6
30209,30,12.06,Pujaut,30131,3921,2.1
30210,30,9.25,Quissac,30260,3299,4.0
30211,30,11.17,Redessan,30129,4097,2.6
30212,30,10.49,Remoulins,30210,2259,3.9
30217,30,12.05,Rochefort-du-Gard,30650,7629,2.9
30221,30,9.87,Roquemaure,30150,5545,4.2
30227,30,7.43,Saint-Ambroix,30500,3351,2.8
30243,30,10.2,Saint-Christol-lez-Alès,30380,7055,3.8
30254,30,9.77,Saint-Geniès-de-Comolas,30150,1997,2.7
30255,30,10.05,Saint-Geniès-de-Malgoirès,30190,3052,
30258,30,9.59,Saint-Gilles,30800,13931,3.6
30259,30,9.47,Saint-Hilaire-de-Brethmas,30560,4503,2.6
30263,30,8.63,Saint-Hippolyte-du-Fort,30170,3804,2.8
30276,30,11.97,Saint-Laurent-d'Aigouze,30220,3536,3.2
30278,30,10.53,Saint-Laurent-des-Arbres,30126,3000,
30284,30,8.2,Saint-Martin-de-Valgalgues,30520,4497,3.0
30288,30,9.0,Saint-Nazaire,30200,1262,
30294,30,9.66,Saint-Privat-des-Vieux,30340,5275,3.6
30295,30,10.46,Saint-Quentin-la-Poterie,30700,3064,3.6
30305,30,9.34,Salindres,30340,3571,4.6
30311,30,8.84,Sauve,30610,1903,
30315,30,11.45,Saze,30650,2119,
30317,30,10.03,Sernhac,30210,1765,
30321,30,10.04,Sommières,30250,5050,4.4
30326,30,11.36,Tavel,30126,2029,
30333,30,11.56,Uchaud,30620,4424,3.9
30334,30,10.85,Uzès,30700,8387,3.9
30341,30,11.16,Vauvert,30600,11492,3.2
30344,30,12.05,Vergèze,30310,5308,4.0
30348,30,9.55,Vézénobres,30360,1816,4.0
30350,30,8.28,Le Vigan,30120,3772,3.3
30351,30,12.15,Villeneuve-lès-Avignon,30400,12216,3.9
30356,30,11.05,Rodilhan,30230,2851,
31022,31,11.55,Aucamville,31140,8968,3.3
31028,31,7.77,Aurignac,31420,1243,
31032,31,11.35,Aussonne,31840,7209,3.5
31033,31,9.5,Auterive,31190,9923,3.7
31035,31,12.48,Auzeville-Tolosane,31320,4088,1.8
31042,31,8.59,Bagnères-de-Luchon,31110,2285,3.5
31044,31,12.55,Balma,31130,16625,4.4
31048,31,10.8,Baziège,31450,3395,
31056,31,12.02,Beauzelle,31700,6973,3.6
31066,31,9.59,Bessières,31660,4127,
31069,31,12.37,Blagnac,31700,25525,3.9
31079,31,9.89,Bouloc,31620,4723,3.4
31088,31,10.51,Brax,31490,2862,4.0
31091,31,10.98,Bruguières,31150,5947,
31094,31,9.76,Buzet-sur-Tarn,31660,2870,3.2
31106,31,9.87,Caraman,31460,2544,
31107,31,9.5,Carbonne,31390,5791,4.1
31113,31,12.1,Castanet-Tolosan,31320,14213,2.8
31116,31,11.18,Castelginest,31780,10682,3.8
31117,31,11.53,Castelmaurou,31180,4359,
31118,31,10.14,Castelnau-d'Estrétefonds,31620,6579,4.4
31135,31,8.82,Cazères,31220,4799,3.8
31136,31,10.61,Cépet,31620,2171,3.8
31149,31,11.7,Colomiers,31770,39968,3.0
31150,31,11.44,Cornebarrieu,31700,7372,3.9
31157,31,11.58,Cugnaux,31270,19344,2.7
31160,31,10.21,Daux,31700,2432,3.6
31161,31,11.16,Deyme,31450,1236,
31165,31,10.81,Eaunes,31600,6349,4.0
31169,31,11.49,Escalquens,31750,6967,4.3
31182,31,11.21,Fenouillet,31150,5307,4.6
31186,31,11.16,Fonbeauzard,31140,3011,3.6
31187,31,10.32,Fonsorbes,31470,12170,3.5
31202,31,9.38,Fronton,31620,6271,4.6
31203,31,11.06,Frouzins,31270,9292,4.0
31205,31,10.89,Gagnac-sur-Garonne,31150,3130,4.1
31212,31,11.58,Garidech,31380,1928,4.0
31224,31,7.21,Gourdan-Polignan,31210,1203,
31230,31,10.83,Gratentour,31150,4387,4.1
31232,31,9.6,Grenade,31330,8844,2.0
31248,31,10.84,Labarthe-sur-Lèze,31860,6271,3.2
31253,31,10.08,Labastidette,31600,2938,4.0
31254,31,12.92,Labège,31670,4008,
31259,31,11.86,Lacroix-Falgarde,31120,2081,
31271,31,11.21,Lanta,31570,2155,
31282,31,10.93,Launaguet,31140,9050,3.7
31287,31,10.33,Lavernose-Lacasse,31410,3255,4.8
31291,31,10.71,Léguevin,31490,9359,3.6
31293,31,10.99,Lespinasse,31150,2828,3.7
31297,31,9.75,Lévignac,31530,2139,
31299,31,10.52,Lherm,31600,3777,
31341,31,9.97,Merville,31330,6054,
31351,31,10.98,Mondonville,31700,5166,2.9
31358,31,10.47,Montastruc-la-Conseillère,31380,3576,4.8
31375,31,8.38,Montesquieu-Volvestre,31310,3111,
31389,31,11.69,Montrabé,31850,4111,
31390,31,8.19,Montréjeau,31210,2751,1.7
31395,31,10.53,Muret,31600,24797,3.6
31396,31,8.84,Nailloux,31560,3928,
31409,31,11.2,Péchabou,31320,2352,3.8
31410,31,11.29,Pechbonnieu,31140,4544,3.7
31417,31,11.25,Pibrac,31820,8578,
31420,31,11.74,Pinsaguel,31120,2840,4.0
31421,31,11.37,Pins-Justaret,31860,4318,4.1
31424,31,11.72,Plaisance-du-Touch,31830,19402,3.4
31429,31,11.32,Pompertuzat,31450,2307,
31433,31,11.48,Portet-sur-Garonne,31120,9812,4.0
31445,31,12.18,Quint-Fonsegrives,31130,5896,4.6
31446,31,12.16,Ramonville-Saint-Agne,31520,14600,3.8
31451,31,8.72,Revel,31250,9637,2.9
31454,31,9.54,Rieumes,31370,3578,2.6
31458,31,10.94,Roques,31120,4757,3.7
31460,31,10.58,Roquettes,31120,4212,3.7
31462,31,11.64,Rouffiac-Tolosan,31180,1931,4.8
31467,31,10.62,Saint-Alban,31140,6217,3.8
31483,31,8.24,Saint-Gaudens,31800,11773,3.7
31484,31,10.94,Saint-Geniès-Bellevue,31180,2522,4.8
31488,31,11.84,Saint-Jean,31240,11017,3.5
31490,31,11.17,Saint-Jory,31790,6383,2.8
