code_insee,departement,loyer_moyen,nom,code_postal,population,note
31499,31,9.9,Saint-Lys,31470,9521,3.8
31503,31,6.56,Saint-Martory,31360,997,3.8
31506,31,12.1,Saint-Orens-de-Gameville,31650,12696,3.5
31507,31,9.92,Saint-Paul-sur-Save,31530,1622,
31517,31,8.93,Saint-Sulpice-sur-Lèze,31410,2325,3.0
31526,31,10.76,La Salvetat-Saint-Gilles,31880,8474,2.5
31533,31,11.42,Saubens,31600,2297,4.2
31541,31,12.19,Seilh,31840,3284,3.4
31547,31,11.09,Seysses,31600,9481,3.6
31555,31,12.23,Toulouse,31000,493465,3.1
31557,31,11.77,Tournefeuille,31170,28117,4.5
31561,31,11.94,L'Union,31240,11798,3.3
31573,31,10.79,Verfeil,31590,3658,2.6
31582,31,9.72,Villefranche-de-Lauragais,31290,4806,4.2
31584,31,9.19,Villemur-sur-Tarn,31340,6034,2.1
31588,31,11.55,Villeneuve-Tolosane,31270,10050,3.6
32013,32,8.92,Auch,32000,22173,2.7
32096,32,9.95,Cazaubon,32150,1654,
32107,32,7.56,Condom,32100,6493,3.8
32119,32,8.53,Eauze,32800,3975,4.2
32132,32,8.61,Fleurance,32500,5924,4.3
32160,32,9.62,L'Isle-Jourdain,32600,9072,3.4
32208,32,8.27,Lectoure,32700,3672,3.6
32256,32,7.52,Mirande,32300,3450,2.6
32344,32,7.24,Riscle,32400,1829,
33003,33,11.74,Ambarès-et-Lagrave,33440,16636,3.1
33004,33,9.88,Ambès,33810,3053,3.9
33005,33,12.92,Andernos-les-Bains,33510,12242,3.6
33009,33,13.67,Arcachon,33120,11630,3.9
33011,33,12.49,Arès,33740,6381,4.2
33013,33,11.73,Artigues-près-Bordeaux,33370,8656,3.5
33019,33,11.41,Audenge,33980,8680,3.4
33029,33,11.49,Le Barp,33114,5605,3.6
33032,33,11.72,Bassens,33530,7472,3.6
33036,33,8.82,Bazas,33430,4801,2.3
33039,33,12.74,Bègles,33130,30642,3.3
33042,33,10.32,Belin-Béliet,33830,5732,3.9
33051,33,11.67,Biganos,33380,10990,4.0
33056,33,12.32,Blanquefort,33290,15419,4.3
33058,33,9.19,Blaye,33390,4838,2.8
33063,33,13.83,Bordeaux,33000,260958,3.5
33065,33,12.71,Bouliac,33270,3706,3.4
33069,33,12.97,Le Bouscat,33110,23890,3.7
33071,33,9.7,Branne,33420,1307,3.8
33075,33,12.26,Bruges,33520,19403,3.5
33080,33,11.93,Cadaujac,33140,6464,3.3
33081,33,10.15,Cadillac,33410,2836,
33090,33,12.4,Canéjan,33610,6061,3.8
33096,33,11.75,Carbon-Blanc,33560,8254,3.1
33104,33,10.84,Castelnau-de-Médoc,33480,4804,3.7
33108,33,8.72,Castillon-la-Bataille,33350,3194,1.6
33109,33,10.35,Castres-Gironde,33640,2391,
33114,33,9.82,Cavignac,33620,2198,3.4
33119,33,12.57,Cenon,33150,25496,3.1
33122,33,12.81,Cestas,33610,17053,3.7
33138,33,9.25,Coutras,33230,8602,2.5
33140,33,10.52,Créon,33670,4832,4.0
33162,33,12.34,Eysines,33320,24488,3.9
33165,33,11.84,Fargues-Saint-Hilaire,33370,3203,
33167,33,11.9,Floirac,33270,18181,2.8
33179,33,9.75,Galgon,33133,3022,3.3
33185,33,10.34,Génissac,33420,1987,3.2
33192,33,12.94,Gradignan,33170,25694,4.5
33198,33,9.02,Guîtres,33230,1591,
33199,33,12.62,Gujan-Mestras,33470,21887,3.4
33200,33,12.38,Le Haillan,33185,11539,3.4
33203,33,10.17,Hourtin,33990,3813,4.4
33213,33,12.23,La Brède,33650,4420,3.7
33214,33,12.33,Lacanau,33680,5070,3.2
33226,33,10.31,Langoiran,33550,2154,
33227,33,9.44,Langon,33210,7357,2.8
33229,33,11.92,Lanton,33138,7285,3.5
33234,33,12.09,Latresne,33360,3523,3.5
33236,33,12.36,Lège-Cap-Ferret,33950,8352,3.2
33238,33,12.82,Léognan,33850,10571,3.8
33240,33,9.51,Lesparre-Médoc,33340,5808,3.1
33243,33,10.27,Libourne,33500,24257,3.1
33249,33,11.81,Lormont,33310,23181,3.4
33256,33,11.62,Ludon-Médoc,33290,5131,3.4
33262,33,10.21,Macau,33460,4410,2.9
33273,33,12.48,Martignas-sur-Jalle,33127,7624,3.9
33281,33,12.96,Mérignac,33700,72197,3.4
33284,33,11.93,Mios,33380,10781,4.1
33293,33,11.54,Montussan,33450,3364,3.9
33312,33,12.23,Parempuyre,33290,9136,3.4
33314,33,9.62,Pauillac,33250,4997,3.6
33318,33,13.35,Pessac,33600,65245,3.9
33324,33,8.18,Pineuilh,33220,4438,3.7
33327,33,9.98,Podensac,33720,3160,2.9
33352,33,8.68,La Réole,33190,4355,3.1
33366,33,10.72,Saint-André-de-Cubzac,33240,12372,3.3
33376,33,11.81,Saint-Aubin-de-Médoc,33160,7495,3.8
33381,33,10.87,Saint-Caprais-de-Bordeaux,33880,3399,3.4
33389,33,8.71,Saint-Ciers-sur-Gironde,33820,3021,3.6
33393,33,9.54,Saint-Denis-de-Pile,33910,5688,3.4
33402,33,8.19,Sainte-Foy-la-Grande,33220,2627,1.5
33415,33,10.81,Saint-Gervais,33240,1905,
33422,33,12.72,Saint-Jean-d'Illac,33127,8980,4.3
33424,33,10.07,Saint-Laurent-Médoc,33112,4860,3.9
33433,33,11.98,Saint-Loubès,33450,9909,4.2
33435,33,9.52,Saint-Macaire,33490,2078,3.1
33441,33,9.01,Saint-Martin-Lacaussade,33390,1158,4.4
33447,33,8.73,Saint-Médard-de-Guizières,33230,2391,2.0
33449,33,12.35,Saint-Médard-en-Jalles,33160,31808,4.0
33466,33,9.69,Saint-Quentin-de-Baron,33750,2559,
33473,33,8.87,Saint-Savin,33920,3250,3.9
33478,33,9.12,Saint-Seurin-sur-l'Isle,33660,3141,4.0
33483,33,11.82,Saint-Sulpice-et-Cameyrac,33450,4762,2.4
33490,33,9.19,Saint-Vivien-de-Médoc,33590,1791,3.3
33492,33,9.28,Saint-Yzan-de-Soudiac,33920,2427,3.8
33498,33,11.53,Salles,33770,7411,4.0
33514,33,10.68,Soulac-sur-Mer,33780,2825,4.6
33519,33,12.43,Le Taillan-Médoc,33320,10141,3.7
33522,33,13.45,Talence,33400,43820,3.6
33527,33,11.87,Le Teich,33470,8500,4.1
33529,33,12.82,La Teste-de-Buch,33115,26168,3.4
33539,33,10.45,Vayres,33870,4123,3.8
33544,33,9.48,Le Verdon-sur-Mer,33123,1326,
33550,33,12.38,Villenave-d'Ornon,33140,36754,3.7
33554,33,11.38,Yvrac,33370,2838,4.0
33555,33,12.47,Marcheprime,33380,4992,3.5
34001,34,10.74,Abeilhan,34290,1795,3.4
34003,34,10.85,Agde,34300,29600,3.1
34010,34,10.38,Aniane,34150,2918,4.6
34022,34,12.91,Baillargues,34670,7654,3.5
34023,34,12.09,Balaruc-les-Bains,34540,6991,3.3
34025,34,10.35,Bassan,34290,2155,3.4
34028,34,7.96,Bédarieux,34600,5743,3.1
34031,34,11.17,Bessan,34550,5162,
34032,34,9.66,Béziers,34500,78308,3.2
34033,34,11.64,Boisseron,34160,2072,4.0
34037,34,11.22,Boujan-sur-Libron,34760,3367,2.9
34038,34,8.05,Le Bousquet-d'Orb,34260,1584,
34039,34,12.34,Bouzigues,34140,1643,4.8
34052,34,9.24,Capestang,34310,3281,4.0
34057,34,14.13,Castelnau-le-Lez,34170,22534,3.8
34058,34,12.98,Castries,34160,6294,2.5
34069,34,9.44,Cazouls-lès-Béziers,34370,5060,4.1
34077,34,13.91,Clapiers,34830,5411,4.8
34079,34,10.54,Clermont-l'Hérault,34800,9029,5.0
34081,34,10.49,Colombiers,34440,2684,4.0
34088,34,11.52,Cournonterral,34660,6423,3.1
34090,34,14.0,Le Crès,34920,9310,3.0
34095,34,12.79,Fabrègues,34690,7293,4.8
34101,34,9.97,Florensac,34510,5057,2.2
34108,34,12.08,Frontignan,34110,23028,2.8
34111,34,9.13,Ganges,34190,4098,3.4
34113,34,11.27,Gigean,34770,6507,3.5
34114,34,10.49,Gignac,34150,6480,3.3
34116,34,12.82,Grabels,34790,8798,3.1
34119,34,8.58,Hérépian,34600,1515,
34120,34,13.8,Jacou,34830,6808,4.1
34123,34,13.72,Juvignac,34990,11344,3.1
34126,34,9.77,Lamalou-les-Bains,34240,2500,3.5
34127,34,12.16,Lansargues,34130,3099,3.8
34129,34,14.6,Lattes,34970,17453,3.6
34134,34,13.01,Lavérune,34880,3328,4.0
34135,34,9.85,Lespignan,34710,3299,2.3
34142,34,8.8,Lodève,34700,7477,3.2
34143,34,10.7,Loupian,34140,2191,
34145,34,11.59,Lunel,34400,26385,3.6
34146,34,12.39,Lunel-Viel,34400,4367,3.6
34147,34,10.45,Magalas,34480,3371,3.3
34148,34,9.64,Maraussan,34370,4628,3.9
34150,34,11.07,Marseillan,34340,7734,3.9
34151,34,11.95,Marsillargues,34590,6407,
34153,34,13.18,Les Matelles,34270,2005,
34154,34,13.29,Mauguio,34130,16705,3.6
34157,34,11.61,Mèze,34140,12307,3.1
34159,34,12.29,Mireval,34110,3310,3.7
34162,34,9.8,Montagnac,34530,4324,3.5
34165,34,10.79,Montbazin,34560,2934,
34166,34,10.03,Montblanc,34290,2865,2.8
34169,34,13.89,Montferrier-sur-Lez,34980,3960,3.4
34172,34,13.74,Montpellier,34000,295542,3.3
34176,34,12.85,Mudaison,34130,2753,
34178,34,9.89,Murviel-lès-Béziers,34490,3105,3.4
34183,34,10.38,Nissan-lez-Enserune,34440,3996,3.2
34189,34,8.55,Olonzac,34210,1687,
34192,34,14.31,Palavas-les-Flots,34250,5844,3.1
34194,34,9.89,Paulhan,34230,4016,4.2
34198,34,14.15,Pérols,34470,9016,3.5
34199,34,9.35,Pézenas,34120,8002,3.2
34202,34,12.78,Pignan,34570,7959,4.1
34209,34,10.01,Portiragnes,34420,3104,1.6
34213,34,11.71,Poussan,34560,5993,3.8
34217,34,13.08,Prades-le-Lez,34730,5908,3.8
34225,34,8.89,Puisserguier,34620,3037,3.4
34227,34,12.29,Restinclières,34160,2109,4.1
34237,34,9.8,Roujan,34320,2187,3.6
34239,34,10.14,Saint-André-de-Sangonis,34725,6198,2.5
34240,34,13.36,Saint-Aunès,34130,3786,3.9
34244,34,12.65,Saint-Brès,34670,3209,3.5
34247,34,14.06,Saint-Clément-de-Rivière,34980,5016,4.0
34249,34,11.7,Saint-Drézéry,34160,2735,4.6
34255,34,13.73,Saint-Gély-du-Fesc,34980,10197,4.5
34259,34,13.04,Saint-Georges-d'Orques,34680,5552,3.4
34270,34,14.57,Saint-Jean-de-Védas,34430,11086,3.8
34272,34,12.89,Saint-Just,34400,3278,3.9
34274,34,10.63,Saint-Martin-de-Londres,34380,2766,3.8
34276,34,13.35,Saint-Mathieu-de-Tréviers,34270,4883,3.4
34284,34,7.48,Saint-Pons-de-Thomières,34220,1794,
34289,34,10.03,Saint-Thibéry,34630,2807,3.2
34298,34,10.85,Sauvian,34410,5485,3.9
34299,34,11.17,Sérignan,34410,7504,3.9
34300,34,9.42,Servian,34290,5233,4.4
34301,34,11.83,Sète,34200,43858,3.3
34307,34,12.52,Sussargues,34160,2802,3.1
34309,34,12.64,Teyran,34820,4595,3.5
34310,34,9.89,Thézan-lès-Béziers,34490,3029,2.8
34324,34,11.78,Valras-Plage,34350,4206,2.8
34327,34,13.26,Vendargues,34740,6423,3.5
34332,34,11.46,Vias,34450,5717,3.3
34333,34,12.86,Vic-la-Gardiole,34110,3373,3.5
34336,34,9.9,Villeneuve-lès-Béziers,34420,4102,4.2
34337,34,13.0,Villeneuve-lès-Maguelone,34750,10344,3.7
34341,34,10.19,Villeveyrac,34560,3859,3.8
34344,34,15.18,La Grande-Motte,34280,8696,3.9
35001,35,10.54,Acigné,35690,6834,4.1
35006,35,8.89,Argentré-du-Plessis,35370,4502,3.4
35012,35,9.04,Bain-de-Bretagne,35470,7314,4.0
35014,35,6.91,Bais,35680,2455,
35023,35,9.53,Bédée,35137,4417,3.4
35024,35,10.59,Betton,35830,12265,4.0
35031,35,8.15,La Bouëxière,35340,4526,3.6
35032,35,9.51,Bourgbarré,35230,4515,3.2
35033,35,8.03,Bourg-des-Comptes,35890,3295,
35037,35,9.32,Bréal-sous-Montfort,35310,6404,4.1
35047,35,10.51,Bruz,35170,18905,3.8
35049,35,10.02,Cancale,35260,5226,4.4
35051,35,11.46,Cesson-Sévigné,35510,17082,4.1
35055,35,10.96,Chantepie,35135,10278,4.2
35059,35,10.75,La Chapelle-des-Fougeretz,35520,4682,3.5
35066,35,10.64,Chartres-de-Bretagne,35131,8157,4.7
35068,35,9.18,Châteaubourg,35220,7336,4.3
35069,35,10.26,Châteaugiron,35410,10283,
35070,35,9.31,Châteauneuf-d'Ille-et-Vilaine,35430,1710,
35076,35,10.07,Chavagne,35310,4268,2.7
35085,35,8.48,Combourg,35270,5963,3.9
35090,35,8.83,Crevin,35320,2862,3.7
35093,35,11.26,Dinard,35800,10181,3.6
35095,35,8.84,Dol-de-Bretagne,35120,5738,3.8
35096,35,9.2,Domagné,35113,2383,4.6
35099,35,10.57,Domloup,35410,3680,4.0
35115,35,7.87,Fougères,35300,20595,3.5
35117,35,6.65,Gaël,35290,1619,4.0
35120,35,9.94,Gévezé,35850,5521,3.7
35123,35,9.19,Goven,35580,4321,4.2
35125,35,7.82,La Guerche-de-Bretagne,35130,4249,4.0
35126,35,9.02,Guichen,35580,8674,4.0
35127,35,7.48,Guignen,35580,3986,4.0
35128,35,7.86,Guipel,35440,1701,
35130,35,8.94,Hédé-Bazouges,35630,2247,
35131,35,10.1,L'Hermitage,35590,4629,
35135,35,8.76,Irodouër,35850,2263,3.4
35136,35,8.84,Janzé,35150,8470,3.5
35152,35,9.51,Liffré,35340,7949,4.5
35167,35,7.29,Martigné-Ferchaud,35640,2583,3.5
35168,35,7.9,Val d'Anast,35330,3954,3.8
35173,35,9.78,Melesse,35520,6958,3.7
35176,35,8.78,Guipry-Messac,35480,7107,3.6
35177,35,10.3,La Mézière,35520,4971,4.0
35179,35,8.95,Miniac-Morvan,35540,4148,2.8
35184,35,9.22,Montauban-de-Bretagne,35360,6086,4.0
35188,35,9.15,Montfort-sur-Meu,35160,6726,3.8
35189,35,10.92,Montgermont,35760,3515,
35195,35,8.63,Montreuil-sur-Ille,35440,2390,4.6
35196,35,10.25,Mordelles,35310,7338,3.4
35206,35,10.2,Noyal-Châtillon-sur-Seiche,35230,7003,4.3
35207,35,9.95,Noyal-sur-Vilaine,35530,6133,3.5
35208,35,9.84,Orgères,35230,5152,4.5
35210,35,10.59,Pacé,35740,11860,4.8
35219,35,7.79,Pipriac,35550,3813,3.5
35223,35,8.24,Plélan-le-Grand,35380,4008,4.0
35227,35,9.72,Pleumeleuc,35137,3474,3.1
35228,35,9.98,Pleurtuit,35730,6982,4.0
35236,35,8.69,Redon,35600,9287,3.9
35238,35,11.8,Rennes,35000,220488,3.7
35239,35,7.72,Retiers,35240,4438,3.6
35240,35,10.37,Le Rheu,35650,8932,3.6
35241,35,10.63,La Richardais,35780,2403,4.8
35245,35,9.14,Romillé,35850,4032,
35250,35,9.9,Saint-Armel,35230,2206,3.4
35251,35,9.16,Saint-Aubin-d'Aubigné,35250,3916,3.6
35253,35,7.85,Saint-Aubin-du-Cormier,35140,4006,3.9
35257,35,7.18,Maen Roch,35460,4958,3.5
35266,35,10.1,Saint-Erblon,35230,3311,4.1
35275,35,9.94,Saint-Gilles,35590,5178,
35278,35,11.34,Saint-Grégoire,35760,9890,4.5
35281,35,11.06,Saint-Jacques-de-la-Lande,35136,13948,2.8
35284,35,10.24,Saint-Jouan-des-Guérets,35430,2683,
35288,35,10.46,Saint-Malo,35400,46803,3.6
35297,35,7.91,Saint-Méen-le-Grand,35290,4599,3.7
35299,35,9.62,Saint-Méloir-des-Ondes,35350,4327,4.0
35327,35,9.14,Servon-sur-Vilaine,35530,3804,
35334,35,10.47,Thorigné-Fouillard,35235,8575,3.5
35337,35,8.94,Tinténiac,35190,3739,3.9
35352,35,10.63,Vern-sur-Seiche,35770,8169,3.4
35353,35,11.21,Vezin-le-Coquet,35132,6114,3.1
35360,35,8.92,Vitré,35500,18487,4.0
35363,35,9.71,Pont-Péan,35131,4413,5.0
36006,36,7.36,Argenton-sur-Creuse,36200,4880,4.3
36018,36,7.07,Le Blanc,36300,6250,4.2
36044,36,8.63,Châteauroux,36000,43122,3.2
36045,36,6.83,Châtillon-sur-Indre,36700,2360,3.9
36046,36,6.86,La Châtre,36400,4054,3.7
36063,36,7.71,Déols,36130,7609,3.0
36088,36,7.65,Issoudun,36100,11477,3.8
36159,36,9.42,Le Poinçonnet,36330,5820,4.9
37003,37,10.33,Amboise,37400,12533,3.7
37014,37,9.3,Azay-le-Rideau,37190,3501,3.5
37018,37,11.4,Ballan-Miré,37510,8102,4.2
37020,37,8.22,Beaulieu-lès-Loches,37600,1761,
37027,37,9.73,Bléré,37150,5257,4.2
37031,37,7.82,Bourgueil,37140,3894,3.4
37050,37,11.38,Chambray-lès-Tours,37170,11880,3.6
37063,37,8.23,Château-Renault,37110,4917,2.1
37072,37,8.75,Chinon,37500,8104,2.9
37077,37,9.5,Cinq-Mars-la-Pile,37130,3729,4.0
37083,37,10.08,Cormery,37320,1800,3.9
37104,37,11.07,Esvres,37320,6109,3.4
37109,37,11.06,Fondettes,37230,10301,4.6
37119,37,7.72,L'Île-Bouchard,37220,1527,
37122,37,11.06,Joué-lès-Tours,37300,38444,3.5
37123,37,8.42,Langeais,37130,4455,3.2
37130,37,7.39,Ligueil,37240,2130,
37132,37,8.51,Loches,37600,6199,3.5
37139,37,10.45,Luynes,37230,5101,3.7
37151,37,10.72,La Membrolle-sur-Choisille,37390,3300,3.4
37154,37,10.33,Montbazon,37250,4542,3.3
37156,37,11.0,Montlouis-sur-Loire,37270,10868,3.8
37159,37,10.32,Monts,37260,7876,4.1
37172,37,10.16,Notre-Dame-d'Oé,37390,4234,3.4
37195,37,11.49,La Riche,37520,10317,3.7
37203,37,10.32,Rochecorbon,37210,3145,
37208,37,11.41,Saint-Avertin,37550,14995,4.0
37214,37,11.3,Saint-Cyr-sur-Loire,37540,16419,3.5
37226,37,7.98,Sainte-Maure-de-Touraine,37800,4150,3.9
37233,37,10.55,Saint-Pierre-des-Corps,37700,15967,3.0
37261,37,11.64,Tours,37000,137087,3.7
37266,37,11.33,Veigné,37250,6423,4.5
37273,37,10.93,La Ville-aux-Dames,37700,5585,3.5
37281,37,10.67,Vouvray,37210,3254,3.8
38001,38,9.88,Les Abrets en Dauphiné,38490,6389,4.3
38005,38,11.76,Allemond,38114,946,
38006,38,10.0,Allevard,38580,4023,3.5
38012,38,9.45,Aoste,38490,2882,
38022,38,9.0,Les Avenières Veyrins-Thuellin,38630,7804,3.8
38034,38,7.58,Beaurepaire,38270,4977,
38052,38,12.82,Le Bourg-d'Oisans,38520,3286,4.4
38053,38,11.42,Bourgoin-Jallieu,38300,28834,3.2
38059,38,13.31,Brié-et-Angonnes,38320,2545,
38061,38,11.42,La Buisse,38500,3235,2.8
38072,38,9.76,Chanas,38150,2726,3.6
38075,38,10.54,Chapareillan,38530,2986,3.1
38085,38,11.52,Charvieu-Chavagneux,38230,10102,3.0
38087,38,10.68,Chasse-sur-Rhône,38670,6308,3.0
38095,38,8.54,Chatte,38160,2480,3.8
38097,38,11.38,Chavanoz,38230,4869,4.6
38111,38,12.91,Claix,38640,7924,2.7
38126,38,13.31,Corenc,38700,4075,3.9
38130,38,8.95,La Côte-Saint-André,38260,4829,3.9
38133,38,12.03,Coublevie,38500,5216,
38138,38,10.78,Crémieu,38460,3375,
38140,38,13.15,Crolles,38920,8293,3.7
38150,38,11.98,Domène,38420,6677,3.9
38151,38,12.59,Échirolles,38130,36932,2.6
38155,38,8.98,Entre-deux-Guiers,38380,1871,2.8
38158,38,13.44,Eybens,38320,9980,4.0
38169,38,11.45,Fontaine,38600,23211,3.3
38170,38,12.6,Fontanil-Cornillon,38120,3172,4.6
38175,38,11.53,Froges,38190,3392,3.2
38179,38,13.83,Gières,38610,7134,3.5
38181,38,12.05,Goncelin,38570,2476,
38182,38,9.43,Le Grand-Lemps,38690,3079,4.0
38185,38,12.44,Grenoble,38000,158198,2.8
38189,38,11.71,Heyrieux,38540,4712,3.7
38193,38,11.53,L'Isle-d'Abeau,38080,16584,3.5
38200,38,11.56,Jarrie,38560,3779,
38205,38,12.19,Lans-en-Vercors,38250,2676,
38225,38,10.48,Autrans-Méaudre en Vercors,38112,3039,
38226,38,12.95,Mens,38710,1393,
38229,38,13.04,Meylan,38240,17786,3.7
38239,38,9.92,Moirans,38430,7499,3.2
38242,38,10.41,Monestier-de-Clermont,38650,1428,
38247,38,9.38,Montalieu-Vercieu,38390,3467,4.8
38249,38,14.23,Montbonnot-Saint-Martin,38330,5477,4.3
38253,38,8.6,Les Deux Alpes,38520,1929,3.8
38261,38,9.78,Morestel,38510,4526,3.8
38269,38,8.92,La Mure,38350,4920,3.6
38270,38,10.38,La Murette,38140,1858,
38276,38,11.39,Nivolas-Vermelle,38300,2648,2.2
38281,38,12.24,Noyarey,38360,2256,2.8
38298,38,9.31,Le Péage-de-Roussillon,38550,6516,2.0
38314,38,11.48,Pontcharra,38530,7348,3.5
38315,38,9.46,Le Pont-de-Beauvoisin,38480,3570,4.2
38316,38,11.04,Pont-de-Chéruy,38230,5980,2.4
38317,38,11.42,Le Pont-de-Claix,38800,10716,3.0
38318,38,9.98,Pont-Évêque,38780,5313,
38332,38,9.52,Renage,38140,3467,
38337,38,10.75,Rives,38140,6668,2.6
38340,38,10.29,Les Roches-de-Condrieu,38370,1981,
38344,38,9.78,Roussillon,38150,8457,2.9
38348,38,10.71,Ruy-Montceau,38300,4717,3.4
38349,38,9.57,Sablons,38550,2285,
38374,38,9.99,Saint-Chef,38890,3689,3.3
38377,38,9.23,Saint-Clair-de-la-Tour,38110,3456,3.2
38382,38,12.18,Saint-Égrève,38120,15944,3.9
38384,38,9.48,Saint-Étienne-de-Saint-Geoirs,38590,3206,3.8
38386,38,8.38,Saint-Geoire-en-Valdaine,38620,2394,3.0
38389,38,11.8,Saint-Georges-d'Espéranche,38790,3439,
38397,38,14.45,Saint-Ismier,38330,7064,3.9
38399,38,10.59,Saint-Jean-de-Bournay,38440,4590,3.6
38400,38,11.67,Saint-Jean-de-Moirans,38430,3564,3.0
38408,38,12.2,Saint-Just-Chaleyssin,38540,2656,4.6
38412,38,9.06,Saint-Laurent-du-Pont,38380,4510,4.1
38416,38,9.38,Saint-Marcellin,38160,7766,2.8
38421,38,12.3,Saint-Martin-d'Hères,38400,37935,3.1
38422,38,12.27,Saint-Martin-d'Uriage,38410,5512,2.8
38423,38,12.61,Saint-Martin-le-Vinoux,38950,5880,2.3
38425,38,10.07,Saint-Maurice-l'Exil,38550,6387,3.6
38442,38,9.34,Saint-Pierre-de-Chartreuse,38380,962,
38449,38,11.72,Saint-Quentin-Fallavier,38070,6020,3.6
38457,38,8.92,Saint-Siméon-de-Bressieux,38870,2921,4.6
38468,38,9.52,Salaise-sur-Sanne,38150,4488,1.8
38471,38,12.06,Le Sappey-en-Chartreuse,38700,1133,2.8
38474,38,12.88,Sassenage,38360,11062,2.8
38485,38,12.57,Seyssinet-Pariset,38170,11891,3.7
38486,38,12.93,Seyssins,38180,7827,3.4
38487,38,12.57,Seyssuel,38200,2049,2.3
38507,38,11.86,Tignieu-Jameyzieu,38230,7555,3.2
38509,38,9.53,La Tour-du-Pin,38110,8167,3.2
38511,38,12.82,Le Touvet,38660,3176,4.4
38516,38,12.89,La Tronche,38700,6602,1.4
38517,38,8.7,Tullins,38210,7816,3.3
38524,38,14.12,Varces-Allières-et-Risset,38760,8301,4.0
38529,38,12.2,Vaulnaveys-le-Haut,38410,3965,
38530,38,12.43,Vaulx-Milieu,38090,2537,3.6
38537,38,11.91,La Verpillière,38290,7293,3.9
38538,38,12.66,Le Versoud,38420,4933,2.9
38544,38,10.12,Vienne,38200,29993,2.4
38545,38,11.88,Vif,38450,8547,2.3
38547,38,11.27,Villard-Bonnot,38190,7249,4.4
38548,38,11.77,Villard-de-Lans,38250,4234,4.2
38553,38,11.43,Villefontaine,38090,18835,3.0
38557,38,13.65,Villette-d'Anthon,38280,5113,3.9
38559,38,8.16,Vinay,38470,4352,2.1
38562,38,10.17,Vizille,38220,7246,1.6
38563,38,10.57,Voiron,38500,20372,3.7
38565,38,11.66,Voreppe,38340,9275,3.2
38567,38,10.99,Chamrousse,38410,407,4.0
39059,39,12.25,Bois-d'Amont,39220,1642,
39097,39,8.87,Champagnole,39300,8014,3.9
39128,39,7.95,Chaussin,39120,1575,3.4
39154,39,8.37,Clairvaux-les-Lacs,39130,1435,
39198,39,8.99,Dole,39100,23711,3.8
39233,39,9.03,Foucherans,39100,2266,3.2
39235,39,8.68,Fraisans,39700,1192,
39300,39,8.6,Lons-le-Saunier,39000,17189,3.0
39333,39,8.0,Moirans-en-Montagne,39260,2120,3.8
39362,39,8.56,Montmorot,39570,3082,
39367,39,9.87,Morbier,39400,2263,
39368,39,9.88,Hauts de Bienne,39400,5275,
39396,39,7.99,Orchamps,39700,1134,
39434,39,7.09,Poligny,39800,4003,0.0
39441,39,11.97,Prémanon,39220,1200,3.8
39470,39,13.37,Les Rousses,39220,3648,3.8
39478,39,7.65,Saint-Claude,39200,8985,3.5
39487,39,10.12,Saint-Laurent-en-Grandvaux,39150,1812,
39500,39,7.28,Salins-les-Bains,39110,2551,1.2
39526,39,8.5,Tavaux,39500,3957,2.9
40001,40,9.03,Aire-sur-l'Adour,40800,6189,3.8
40004,40,11.61,Angresse,40150,2129,4.8
40036,40,10.9,Bénesse-Maremne,40230,3683,
40046,40,10.98,Biscarrosse,40600,13947,3.3
40065,40,12.47,Capbreton,40130,9037,3.4
40075,40,8.72,Castets,40260,2463,
40088,40,9.95,Dax,40100,20843,3.4
40119,40,8.17,Hagetmau,40700,4651,3.8
40133,40,11.55,Labenne,40530,6887,4.5
40134,40,9.13,Labouheyre,40210,2736,1.0
40150,40,9.72,Léon,40550,1918,3.1
40184,40,11.04,Mimizan,40200,7255,4.5
40187,40,11.85,Moliets-et-Maa,40660,1185,
40192,40,9.25,Mont-de-Marsan,40000,29807,3.3
40197,40,8.88,Morcenx-la-Nouvelle,40110,4987,0.5
40209,40,11.8,Ondres,40440,5520,2.9
40217,40,10.61,Parentis-en-Born,40160,6684,3.1
40224,40,8.8,Peyrehorade,40300,3648,3.4
40233,40,8.76,Pouillon,40350,3071,4.0
40273,40,10.91,Saint-Martin-de-Seignanx,40390,5776,2.8
40279,40,10.02,Saint-Paul-lès-Dax,40990,13381,3.5
40280,40,9.12,Saint-Perdon,40090,1725,3.4
40281,40,9.46,Saint-Pierre-du-Mont,40280,9689,3.9
40282,40,8.55,Saint-Sever,40500,4890,4.6
40283,40,8.51,Saint-Vincent-de-Paul,40990,3307,3.4
40284,40,10.54,Saint-Vincent-de-Tyrosse,40230,7734,2.9
40287,40,11.03,Sanguinet,40460,4431,3.8
40296,40,11.97,Seignosse,40510,3876,4.5
40304,40,12.89,Soorts-Hossegor,40150,3480,4.0
40310,40,11.1,Soustons,40140,8235,3.7
40312,40,11.6,Tarnos,40220,12634,3.9
40313,40,8.3,Tartas,40400,3225,3.1
40317,40,11.39,Tosse,40230,3219,3.5
40328,40,11.85,Vieux-Boucau-les-Bains,40480,1614,4.3
41018,41,10.01,Blois,41000,45898,3.1
41047,41,10.18,La Chaussée-Saint-Victor,41260,4524,3.9
41059,41,7.88,Le Controis-en-Sologne,41120,6723,3.0
41067,41,8.74,Cour-Cheverny,41700,2802,4.4
41106,41,9.38,Lamotte-Beuvron,41600,4667,5.0
41143,41,7.35,Mondoubleau,41170,1313,
